hsc-advanced_physics-12-69,i. ཟུར་གྱི་ལྗིད་ཚད་ ༠ ཨིན་པས།,༣་\frac{\pi}{2} འདི་ཡང་ ཌའི་ལོག་གི་ས་སྒོ་འདི་ཨིན།,\pi,\frac{\pi}{2} འདི་ཡང་ ཌའི་ལོག་གི་ཨང་གྲངས་ཨིན།,0,d
hsc-advanced_physics-12-70,༢། ནུས་ཤུགས་ h\upsilon,22,33,44,55,d
hsc-advanced_physics-12-71,གསུམ་པ་ མགྱོགས་ཚད་འདི་ ༣ \times ༡༠^{8} ms^{-1},རྒྱུན་འགྲུལ་ལེགས་ཤོམ་འབད་ཚུགསཔ་,ཟླཝ་ཕྱེད་བཟོ་མི་,མཐུད་སྦྲེལ་འབད་ཚུགསཔ་,དགོས་མཁོ་མེདཔ་,d
hsc-advanced_physics-12-72,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,ལྗིད་ཚད་དང་ཤུགས་,གློག་ཤུགས་དང་ཤུགས་,ཤུགས་དང་རྡུལ་,ལྗིད་ཚད་དང་འཕར་ཤུགས་,c
hsc-advanced_physics-12-73,ཌི་བི་ཇིཊི་གི་ བརྟག་དཔྱད་ནང་ ཌི་བི་ཇིཊི་གི་རྦ་རླབས་གཉིས་ཐོནམ་ད་ ཌི་བི་ཇིཊི་གི་ས་སྒོ་ཚུ་ནང་ལུ་ སྐུད་པ་གནགཔོ་ཅིག་ཐོན་ནུག འ་ནི་ས་སྒོ་ནང་ལུ་ སྐུགས་ཚད་ཀྱི་ཁྱད་པར་ (n གི་ཨང་གྲངས་རྩིས་ཏེ་) འདི་ཚུ་ག་བཟུམ་ཅིག་ཨིན་ན?,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",d
hsc-advanced_physics-12-74,བརྟག་དཔྱད་འབད་ཐངས་འདི་ ཝིན་ཌོ་གི་བེ་ལིགསི་གི་ནང་ལུ་ བེ་ལིགསི་དང་བེ་ལིགསི་གི་བར་ནའི་ས་སྒོ་འདི་ཕྱེད་སྦེ་དང་ བེ་ལིགསི་དང་བེ་ལིགསི་གི་བར་ནའི་ས་སྒོ་འདི་ ༣་སྦེ་ཡར་སེང་འབད་བ་ཅིན་ སྐུད་པ་གི་རྒྱ་ཚད་འདི་ ག་དེ་སྦེ་འགྱུར་ནི་ཨིན་ན?,C^{2}N^{-2}m^{-1} འདི་ཡང་ ཌའི་ལོག་གི་ཨང་གྲངས་ཨིན།,C^{2}N^{-1}m^{-1}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,C^{2}N^{-1}m^{-2} འདི་ཡང་ ཀྲོང་གསར་ལུ་ཡོད་པའི་,གཅིག་སྒྲིལ་མེདཔ་,d
hsc-advanced_physics-12-76,i. ནུས་ཤུགས་ཀྱི་བྱུང་རྐྱེན་ཅིག་ཨིན་མས།,ms (ln T_{2} - ln T_{1}),ms (ln T_{1} - ln T_{2}),ms ln(T_{2} - T_{1}),ms ln(T_{1} - T_{2}),a
hsc-advanced_physics-12-77,༢། རང་གིས་རང་ལུ་བྱུང་ནུག,བསྒྱུར་བཅོས་འབད་མ་ཚུགས།,3,9,27,c
hsc-advanced_physics-12-78,གསུམ་པ་ རང་བཞིན་གྱི་རྡུལ་ཕྲན་གི་གྱངས་ཁ་ལུ་བརྟེན་ཨིན།,ཚད་ལྡན་བཀག་འཛིན་འདི་ འདྲ་མཉམ་ནང་ལུ་བཙུགས་དགོ།,ཚད་འཛིན་འབད་ནིའི་དབྱེ་ཁག་ནང་ལུ་ ཁ་སྐོང་རྐྱབས་དགོ།,ཚད་ལྡན་མེད་པའི་བཀག་ཐབས་ཚུ་ འདྲ་མཉམ་ནང་ལུ་བཙུགས་དགོ།,ཚད་འཛིན་འབད་མ་ཚུགས་པའི་ ཚད་འཛིན་འབད་ནིའི་དབྱེ་ཁག་ནང་ བཙུགས་དགོ།,c
hsc-advanced_physics-12-79,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,༦༠༠ ཨོ་མེ་ག་,ཨོ་མེ་ག་ ༨,༠.༡༢༥ ཨོ་མེ་ག་,༦.༢༥ \times ༡༠^{-༤} \Omega,a
hsc-advanced_physics-12-80,སི་ལི་ཀཱོན་ལུ་ གློག་ཤུགས་ཀྱི་ཁྱད་པར་དེ་ གློག་ཤུགས་ཚད་དང་ གློག་ཤུགས་ཚད་ཀྱི་བར་ན་ ག་དེ་སྦེ་ཡོདཔ་ཨིན་ན?,0.11,0.47,2.11,9,d
hsc-advanced_physics-12-81,ཟུར་ཐག་གཉིས་ཆ་ར་ དངོས་པོ་གཅིག་ལས་བཟོ་སྟེ་ཡོདཔ་ད་ ཟུར་ཐག་གི་རིང་ཚད་དེ་ ༣ དང་ ༦ དང་ དབྱེ་མཚམས་དེ་ ༡ དང་ ༠.༥ སེན་མི་ཊར་ ཡོདཔ་ད་ ཟུར་ཐག་གཉིས་ཆ་ར་གི་བར་ནའི་ དུམ་གྲ་ཅིག་བཀག་སྡོམ་འབད་ཚུགས་པའི་ བརྒྱ་ཆ་ག་དེ་ཡོདཔ་ཨིན་ན?,ནིའུ་ཊཱོན་གཉིས་,ནིའུ་ཊཱོན་གསུམ་,Proton གཉིས་ཨིན།,Proton གསུམ་ཨིན།,b
hsc-advanced_physics-12-82,Si གི་དོན་ལས་ ཚད་འཛིན་འབད་ཡོད་པའི་གློག་མེའི་ཤུགས་འདི་,༡.༠༩༧ \times ༡༠^{7} m^{-1} འདི་ ༡.༠༩༧ \times ༡༠^{7} འདི་ ༡.༠༩༧ \times ༡༠^{-1},༡.༠༩༧m^{-1} འདི་ཡང་,༠.༠༩༧m^{-1} ཨིན།,༡.༠༩༧ \times ༡༠^{-7}m^{-1} འདི་ ༡.༠༩༧ ཨིནམ་དང་ འདི་ཡང་ ༡.༠༩༧ ཨིནམ་དང་ འདི་ཡང་ ༡.༠༩༧ ཨིནམ་དང་ འདི་ཡང་ ༡.༠༩༧ ཨིནམ་དང་ འདི་ཡང་ ༡.༠༩༧ ཨིནམ་དང་ འདི་ཡང་ ༡.༠༩༧ ཨིནམ་དང་ འདི་ཡང་ ༡.༠༩༧ ཨིནམ་དང་ འདི་ཡང་ ༡.༠༩༧,a
hsc-advanced_physics-12-83,གློག་ཤུགས་ཀྱི་སྡེ་ཕྲན་ ཨེན་ཨེན་ཨེན་ཨང་ E ཚུ་སྡེ་ཚན་ནང་བཙུགས་པ་ཅིན་ འོང་འབབ་དང་ i སྦེ་འཐོན་འོང་། (སྡེ་ཕྲན་ནང་འཁོད་བཀག་ཐབས་ r དང་ ཕྱི་སེལ་བཀག་ཐབས་ R),3.127 \times 10^{-2} འདི་ ༡ གི་གནས་གོང་ཨིན།,3.198 \times 10^{-1} འདི་ཡང་ སྦྲེལ་རྟགས་ཨིན་,6.802 \times \10^{-1} འདི་ཡང་ སྦྲེལ་རྟགས་ ༡ གི་ནང་།,༩.༦༨༧ \times ༡༠^{-1} འདི་ ༡ གི་གནས་གོང་ཨིན།,d
hsc-advanced_physics-12-84,སྤྱིར་བཏང་གི་སྒོ་ར་སྒོ་འདི་,9.1 \times 10^{-31} འདི་ཡང་ སྦྲེལ་མཐུད་འབད་བཏུབ་ཨིན།,༡༤.༢༢ \times ༡༠^{-༣༡} འདི་ ༡༠^{-༣༡} གི་གནས་གོང་ཨིན།,༡༥.༡༧ \times ༡༠^{-༣༡} འདི་ ༡༥.༡༧ \times ༡༠^{-༣༡} ཨིན།,32.76 \times 10^{-31} འདི་ཡང་ སྦྲེལ་རྟགས་ཨིན་,c
hsc-advanced_physics-12-85,འོད་ཤུགས་ཀྱི་མགྱོགས་ཚད་ནང་འགྱོ་མི་ རག་སི་ཊི་གི་རིང་ཚད་དེ་ ...,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",d
hsc-advanced_physics-12-86,ཟད་འགྲོ་བཏང་ཡོད་པའི་དྲོད་ཤུགས་འདི་ Q_{2} ཨིནམ་དང་ Q_{1} ཨིནམ་དང་ འདི་ནང་ལུ་ ལས་འགན་ K ཡོད་པའི་གནས་གོང་འདི་,2\pi n དེ་ ༢\pi n ཨིན་པས།,2\pi n + \frac{\pi}{4} ཚུ་དང་བསྡོམ་པ་ཅིན་,2\pi n + \frac{\pi}{2} འདི་ཡང་ མཚོན་ཆ་གཉིས་སྦེ་ བསྡུ་ལེན་འབདཝ་ཨིན།,2n\pi + \pi དེ་ ཨེ་རེ་ལུ་ཨེབ་གཏང་འབད།,d
hsc-advanced_physics-12-87,མཚམས་འཇོག་འབད་མ་ཚུགས་པའི་ ནད་འབུབ་ཐོབ་མི་ཚུ་གི་དོན་ལུ་ སྨན་བཅོས་འབད་ནི་གི་ འཕྲུལ་ཆས་ཚུ་ ལག་ལེན་འཐབ་དོ་ཡོདཔ་ཨིན་པས།,བསྒྱུར་བཅོས་འབད་མ་ཚུགས།,ཟུར་ཐིག་འདི་ ༦ ལུ་ཡར་འཕར་འགྱོ་འོང་།,གསུམ་སྦེ་ཡར་འཕར་འགྱོ་འོང་།,༢ ལུ་འབད།,b
hsc-advanced_physics-12-89,གློག་ཤུགས་ཀྱི་ཤུགས་ཚད་འདི་ གློག་ཤུགས་ཀྱི་དབྱུག་པ་གཉིས་ལུ་ དོ་འགྲན་ག་དེ་སྦེ་ཡོདཔ་ཨིན་ན?,E \propto \frac{1}{r} འདི་ ཀེར་ཐིག་གི་རྩ་བ་ལས་ཨིན།,E \propto \frac{1}{r^{2}} འདི་ ཀྲོང་གསར་ལུ་ཡོད་པའི་,E \propto \frac{1}{r^{3}} འདི་ ཀྲོང་གསར་ལུ་ཡོད་པའི་,E \propto \frac{1}{r^{4}} འདི་ ཀྲོང་གསར་ལུ་ཡོད་པའི་,c
hsc-advanced_physics-12-90,Frenel གི་འགྱུར་རིམ་ནང་ འོད་འབུབ་དང་ ཝེཝེཕ་ཚུ་ ག་དེ་སྦེ་ཡོདཔ་ཨིན་ན?,ཌོག་ཊར་དང་ ཌོག་ཊར་ཚུ་གིས་,ཨ་པ་ས་རི་དང་ གཱོལ་ཡེལ་,དབྱིབས་འདི་ ཕྱོགས་གཅིག་ལས་གཞན་ཁ་ཐུག་དང་ ཕྱོགས་གཅིག་ལས་གཞན་ཁ་ཐུག་ཨིན།,དབྱེ་བ་འདི་ ཕྲང་ཐིག་དང་ ཕྲང་ཐིག་གི་དཀྱིལ་ལུ་ཡོདཔ་ཨིན།,b
hsc-advanced_physics-12-91,1 amu (1.66 \times 10^{-27} kg) གི་ལྗིད་ཚད་ལུ་ ཤུགས་ག་དེ་ཅིག་ཡོད་ག་?,༩.༣༣༨ \times ༡༠^{8} འདི་ ༡༠^{8} ལུ་ཡར་འཕར་འབདཝ་ཨིན།,༩.༣༣༨ \times ༡༠^{6} འདི་ ༡༠^{6} གི་གནས་གོང་ཨིན།,3.113,༡.༤༩༤ \times ༡༠^{-༡༠} འདི་ ༡.༤༩༤ \times ༡༠^{-༡༠} ཨིན།,a
hsc-advanced_physics-12-93,སི་ལི་ཀཱོན་ལུ་ གློག་ཤུགས་ཀྱི་ཁྱད་པར་དེ་ གློག་ཤུགས་ཚད་དང་ གློག་ཤུགས་ཚད་ཀྱི་བར་ན་ ག་དེ་སྦེ་ཡོདཔ་ཨིན་ན?,0.3 eV ཨིན་པས།,0.7 eV ཨིན་པས།,༡.༡ eV,6 eV ཨིན་པས།,c
hsc-advanced_physics-12-94,ཟུར་ཐག་གཉིས་ཆ་ར་ དངོས་པོ་གཅིག་ལས་བཟོ་སྟེ་ཡོདཔ་ད་ ཟུར་ཐག་གི་རིང་ཚད་དེ་ ༣ དང་ ༦ དང་ དབྱེ་མཚམས་དེ་ ༡ དང་ ༠.༥ སེན་མི་ཊར་ ཡོདཔ་ད་ ཟུར་ཐག་གཉིས་ཆ་ར་གི་བར་ནའི་ དུམ་གྲ་ཅིག་བཀག་སྡོམ་འབད་ཚུགས་པའི་ བརྒྱ་ཆ་ག་དེ་ཡོདཔ་ཨིན་ན?,1:08,1:04,1:01,4:01,c
hsc-advanced_physics-12-95,Si གི་དོན་ལས་ ཚད་འཛིན་འབད་ཡོད་པའི་གློག་མེའི་ཤུགས་འདི་,0.1V ཨིན་པས།,0.3V ཨིན་པས།,ཝཱཊི་ ༠.༤,0.7V ཨིན་པས།,d
hsc-advanced_physics-12-96,གློག་ཤུགས་ཀྱི་སྡེ་ཕྲན་ ཨེན་ཨེན་ཨེན་ཨང་ E ཚུ་སྡེ་ཚན་ནང་བཙུགས་པ་ཅིན་ འོང་འབབ་དང་ i སྦེ་འཐོན་འོང་། (སྡེ་ཕྲན་ནང་འཁོད་བཀག་ཐབས་ r དང་ ཕྱི་སེལ་བཀག་ཐབས་ R),i = \frac{nE}{R + nr} ཟེར་མི་འདི་ཨིན།,i = \frac{nE}{nR + r} འདི་ཡང་ སྦྲེལ་རྟགས་ཨིན་,i = \frac{nE}{nR + nr} ཟེར་ཨིན་,i = \frac{nE}{R + \frac{r}{n}} འདི་ཨིན་པ་ཅིན་,a
hsc-advanced_physics-12-97,སྤྱིར་བཏང་གི་སྒོ་ར་སྒོ་འདི་,དང་,ནཱན་ཌི་,ཡང་ན་,མེན་ཟེར་,b
hsc-advanced_physics-12-98,འོད་ཤུགས་ཀྱི་མགྱོགས་ཚད་ནང་འགྱོ་མི་ རག་སི་ཊི་གི་རིང་ཚད་དེ་ ...,ཕྱེད་ཀ་,༠ ཨིན་པས།,ཐེངས་གཉིས་,མཐའ་མེད་པའི་,b
hsc-advanced_physics-12-99,ཟད་འགྲོ་བཏང་ཡོད་པའི་དྲོད་ཤུགས་འདི་ Q_{2} ཨིནམ་དང་ Q_{1} ཨིནམ་དང་ འདི་ནང་ལུ་ ལས་འགན་ K ཡོད་པའི་གནས་གོང་འདི་,K = \frac{Q_{1}}{Q_{2} - Q_{1}},K = \frac{Q_{1}}{Q_{1} - Q_{2}},K = \frac{Q_{2}}{Q_{1} - Q_{2}},K = \frac{Q_{2}}{Q_{2} - Q_{1}},c
hsc-advanced_physics-12-100,མཚམས་འཇོག་འབད་མ་ཚུགས་པའི་ ནད་འབུབ་ཐོབ་མི་ཚུ་གི་དོན་ལུ་ སྨན་བཅོས་འབད་ནི་གི་ འཕྲུལ་ཆས་ཚུ་ ལག་ལེན་འཐབ་དོ་ཡོདཔ་ཨིན་པས།,X-rays,ཕྲ་འོད་འདི་ ཕྲ་འོད་ཨིན་ཝཱལ་ཝཱལ་ཨིན་ཝཱལ་ཨིན་མས།,ག་མ་རེ,མཐོང་མ་བཏུབ་པའི་གློག་ཐག་ར་བ་,b
hsc-advanced_physics-12-102,ཕྲང་སྒྲིག་གི་བེ་ཊར་འདི་ ག་བཟུམ་ཅིག་ཡོདཔ་ཨིན་ན?,Wm^{-1}ལུ་ བལྟ་བ་ཅིན་,Wm^{-2}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,Wm^{-1}s^{-1}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,Wm^{-2}s^{-1}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,b
hsc-advanced_physics-12-103,མདའ་མེའི་རིང་ཚད་དང་ མདའ་མེའི་རིང་ཚད་གི་བར་ན་ དབྱེ་གཞི་འདི་ ༡:༣ ཨིན། རོ་ཀེཊ་གི་མགྱོགས་ཚད་འདི་ -,0.94 \times 10^{8} ms^{-1} འདི་ནང་ལུ་,༡.༧༣ \times ༡༠^{8} ms^{-1} འདི་ཡང་ ༡.༧༣ \times ༡༠^{8},༢.༦༥ \times ༡༠^{8} ms^{-1} འདི་ ༡ ལས་བརྒལ་མེདཔ་ཨིན།,2.83 \times 10^{8} ms^{-1} འདི་ནང་ལུ་,d
hsc-advanced_physics-12-104,ཇི་ཨེན་ཊི་ཨེམ་སི་དེ་ ཇི་ཨེན་ཊི་ཨེམ་སི་གི་ སྦྱོར་བ་ག་ཅི་བཟུམ་ཅིག་སྦེ་ བཟོ་ནི་ཨིན་ན?,As,གཱ་,བི་,ཨཱལ་,a
hsc-advanced_physics-12-105,T_{1} དང་ T_{2} འདི་ དངོས་པོ་གཉིས་ཆ་རའི་ནང་འཁོད་ཤུགས་འདི་ དབྱེ་ཁག་སོ་སོར་སྦེ་ U_{1} དང་ U_{2} ཨིན། འདི་ནང་ལུ་ T_{1} > T_{2} ཨིན། དངོས་པོ་གཉིས་ཆ་ར་ལུ་ ཚ་དྲོད་མཉམ་པ་སྦེ་བཞག་པ་ཅིན་ རང་རྐྱང་གི་ལམ་ལུགས་ནང་ ག་ཅི་འབྱུང་ནི་ཨིན་ན?,U_{1} ཡར་སེང་ U_{2} མར་ཕབ་,U_{1} མར་ཕབ་ U_{2} ཡར་སེང་,U_{1} ཡར་སེང་ U_{2} ཡར་སེང་,U_{1} མར་ཕབ་ U_{2} མར་ཕབ་,b
hsc-advanced_physics-12-106,མགྱོགས་དྲགས་སྦེ་རང་ འགྱུར་བ་འགྱོ་མི་ འབྲེལ་ཡོད་རིམ་ལུགས་འདི་,ག་ལི་ལི་གི་ཐད་ལུ་ བཟོ་བཀོད་,གནད་དོན་ངོ་མ་ནང་ བཟོ་བཀོད་,གནད་དོན་གྱི་བཟོ་བཀོད་རྩ་ཅན་,ནིའུ་ཊཱན་གི་གནད་དོན་བཟོ་རྣམ་,c
hsc-advanced_physics-12-107,ཚད་འཇལ་མི་ R གི་ཐད་ཁར་ ཚད་འཇལ་མི་ S གི་ཐད་ཁར་ ཚད་འཇལ་མི་གི་ཐད་ཁར་ ཚད་འཇལ་མི་གི་ཐད་ཁར་ ཚད་འཇལ་མི་གི་ཐད་ཁར་ ཚད་འཇལ་མི་གི་ཐད་ཁར་ ཚད་འཇལ་མི་གི་ཐད་ཁར་ ཚད་འཇལ་མི་གི་ཐད་ཁར་ ཚད་འཇལ་མི་གི་ཐད་ཁར་ ཚད་འཇལ་མི་གི་ཐད་ཁར་ ཚད་འཇལ་མི་གི་ཐད་ཁར་ ཚད་འཇལ་མི་གི་ཐད་ཁར་ ཚད་འཇལ་མི་གི་ཐད་ཁར་ ཚད་འཇལ་མི་གི་ཐད་ཁར་ ཚད་འཇལ་མི་གི་ཐད་ཁར་ ཚད་འཇལ་མི་གི་ཐད་ཁར་ ཚད་འཇལ་མི་གི་ཐད་ཁར་ ཚད་འཇལ་མི་གི་ཐད་ཁར་ ཚད་འཇལ་མི་གི་ཐད་ཁར་ ཚད་འཇལ་མི་གི་ཐད་ཁར་ ཚད་འཇལ་མི་གི་ཐད་ཁར་ ཚད་འཇལ་མི་གི་ཐད་ཁར་ ཚད་འཇལ་མི་གི་ཐད་ཁར་ ཚད་འཇལ་མི་གི་ཐད་ཁར་ ཚད་འཇལ་མི་གི་ཐད་ཁར་ R དང་ S གི་འབྲེལ་བ་འདི་,S = 4R ཨིན་ན།,S = ༢R ཨིན་པས།,S = R ཨིན་ན།,S = \frac{R}{2} ཚུ་ཨིན།,d
hsc-advanced_physics-12-108,གློག་ཤུགས་ཀྱིས་ འོང་འབབ་དང་བསྟུན་པའི་ས་སྒོ་འདི་,0\degree ཟེར་མི་འདི་,༤༥་\degrees,༩༠་\degree,༡༨༠་\degrees,c
hsc-advanced_physics-12-109,I_{b} = 6 \times 10^{-5} A དང་ I_{E} = 4.38 \times 10^{-3} A འདི་ སྤྱིར་བཏང་ཕྱིར་བཏོན་འབད་མི་ NPN ཊཱན་སིཊི་སི་ཊར་གི་འཁོར་ལོའི་ནང་ཡོདཔ་ཨིན། ཕྲང་ཕྲང་གི་འཕར་ཚད་ Beta འདི་,71,72,73,74,b
hsc-advanced_physics-12-111,i. དུས་ཡུན་བརྟག་དཔྱད་འབད་ནི་ལུ་ ཐེ་ཚོམ་ག་ནི་ཡང་མེད།,1.03,1.33,1.4,1.67,b
hsc-advanced_physics-12-112,༢། ནིའུ་ཊཱན་གི་ཤུགས་ཀྱི་ འདྲ་མཉམ་འདི་ འགྱུར་བ་མེད་པར་རང་བཞགཔ་ཨིན།,མགྱོགས་དྲགས་འབད་དགོ,གློག་ཐག་གི་དེད་གཡོགཔ་ལུ་སླབ་,བཀག་ཆ་འབད་,ཐོ་བཀོད་ཚུ་ སྦ་བཞག་ནི་,c
hsc-advanced_physics-12-113,གསུམ་པ་ གློག་ཤུགས་གློག་རྫས་ཀྱི་ འདྲ་མཉམ་དེ་ བསྒྱུར་བཅོས་འབད་མ་ཚུགས།,དྲན་སྣང་།,བཏོན་གཏང་,དབྱིབས་ཅན་,འདོད་སྤྱོད་,d
hsc-advanced_physics-12-114,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,སི་ལི་ཀཱོན་,ཇར་མ་ནི་ཨུམ་,སའི་རེམ་,ལི་གི་,d
hsc-advanced_physics-12-115,m_{0} འདི་ ཀླད་ཀོའི་གནས་ཚད་ \frac{c}{\sqrt{2}} ཨིནམ་དང་ དེའི་ཤུགས་འདི་,ནེ་གེཊི་ཝཱལ་གློག་ཤུགས་ཐོབ་ནུག,འདི་ནང་ལུ་ པི་རོ་ཊཱོན་མང་དྲགས་ཡོདཔ་ཨིན།,ལྡེ་མིག་སྦོམ་སྦེ་ཡོདཔ་ཨིན།,འདི་ནང་རླུང་མ་བླུགས་མི་བཏུབ་ཨིན།,d
hsc-advanced_physics-12-117,"[འ་ནཱ་ལུ་ ཨཱལ་ཕ་དང་ བེ་ཐ་ དེ་ལས་ གམ་མ་ཟེར་མི་འདི་ X, Y དང་ Z གི་རིམ་པ་བཞིན་དུ་ འོད་འབུབ་ཀྱི་ཁྱབ་ཚད་ཨིན། M འདི་ རྡུལ་ཕྲན་ཨང་ 82 དང་ རྡུལ་ཕྲན་ཨང་ 210 འབད་མི་ཅིག་ཨིན་མས།",i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",c
hsc-advanced_physics-12-118,,སེན་ཊི་མི་ཊར་ ༣༠,cm༤༠,ལྡེ་མིག་ ༥༠ cm,60 cm,b
hsc-advanced_physics-12-119,Yགི་ ཨེ་རོམ་གྱངས་ཁ་འདི་ག་དེམ་ཅིག་ཡོདཔ་ཨིན་ན?,༦.༥ \times ༡༠^{14} Hz འདི་,7.57 \times 10^{15} Hz ཨིན་,8.57 \times 10^{14} Hz འདི་ ཀླད་ཀོར་གྱི་གནས་གོང་ཨིན།,9.67 \times 10^{14} Hz ཨིན་,c
hsc-advanced_physics-12-120,X \xarrowright{\beta} Y \xarrowright{\alpha} Z \xrightarrow{\gamma} M འདི་ ཀེར་ཐིག་གི་མཐའ་མ་ལུ་ཡོད་པའི་ ཀེར་ཐིག་གི་མཐའ་མ་ལུ་ཡོད་པའི་ ཀེར་ཐིག་གི་མཐའ་མ་ལུ་ཡོད་པའི་ ཀེར་ཐིག་གི་མཐའ་མ་དེ་ཨིན།,cm༢༠༠,115.47 cm ཨིན་པུཊི་,cm ༡༠༠,86.6 cm ཨིན་པུཊི་,d
hsc-advanced_physics-12-121,"[འ་ནཱ་ལུ་ ཨཱལ་ཕ་དང་ བེ་ཐ་ དེ་ལས་ གམ་མ་ཟེར་མི་འདི་ X, Y དང་ Z གི་རིམ་པ་བཞིན་དུ་ འོད་འབུབ་ཀྱི་ཁྱབ་ཚད་ཨིན། M འདི་ རྡུལ་ཕྲན་ཨང་ 82 དང་ རྡུལ་ཕྲན་ཨང་ 210 འབད་མི་ཅིག་ཨིན་མས།",32 mA,༡༨ mA,༢.༢ mA,3 mA,b
hsc-advanced_physics-12-122,,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",a
hsc-advanced_physics-12-123,"X དང་ Y གི་རྩ་བ་འདི་ """,\frac{1}{\sqrt{2}} m_{0}c འདི་ཡང་ སྦ་སྒོར་འདི་ནང་ལུ་ཨིན་,\frac{1}{2} m_{0}c འདི་ཡང་ སྦ་སྒོར་ནང་ཨིན་,m_{0}c འདི་ཡང་,2 m_{0}c གི་ནང་,c
hsc-advanced_physics-12-124,entropy གི་ཚད་གཞི་འདི་ག་ཅི་ཨིན་ན?,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",c
hsc-advanced_physics-12-126,i. འ་ནི་གློག་ཤུགས་མེད་པའི་ ཀླུ་རྡུལ་འདི་ཨིན།,ཧའི་གཱེན་གྱི་རྩ་ཚིག་གི་ཐོག་ལས་,ཚ་གྱང་ལང་མི་གི་ བརྟག་དཔྱད་ཀྱི་ཐོག་ལས་,ལྕགས་ཤོག་གི་ཐོག་ལས་,འདི་ཡང་ པི་རིསི་མཱོན་ཟེར་མི་གིས་ཨིན་མས།,a
hsc-advanced_physics-12-127,༢། འདི་རང་མར་བབས་འགྱོ་ཞིནམ་ལས་ proton དང་ electron དང་ anti-neutron བཟོ་འོང་།,སྦ་གསང་གི་འགྱུར་བ་འདི་བྱུང་ནུག,རླུང་འཚུབས་ཀྱི་འགྱུར་བ་འདི་བྱུང་ནུག,ཚ་དྲོད་འབྱུང་ཁུངས་ཀྱི་ མེ་རླུང་གནས་འགྱུར་ལྡོག་,མཚོན་ཤུགས་འདི་ ཉོ་མི་གི་དྲོད་ཚད་ལུ་ བསྒྱུར་བཅོས་མི་འབད་,c
hsc-advanced_physics-12-128,གསུམ་པ་ འདི་ནང་ལུ་ མགྱོགས་དྲགས་སྦེ་ དབྱེ་ཞིབ་འབད་ཚུགས་པའི་ནུས་པ་ཡོདཔ་ཨིན།,dQ = TdS,dQ = \frac{dS}{T} ཟེར་མི་འདི་ཨིན།,W འདི་ JH ཨིན།,dQ = dU + dW,a
hsc-advanced_physics-12-129,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,༠ ལས་བརྒལ་མེད།,དང་པ་,གཉིས་པ་,གསུམ་པ་,a
hsc-advanced_physics-12-130,འོག་གི་ལས་སྣ་ག་འདི་ གློག་ཤུགས་མེད་མི་ དཀར་ཆག་ཅིག་མེན།,བཀག་འཛིན་འབད་,ནང་འདྲེན་འབད་,ཌི་ཨོ་ཌི་,གློག་ཐག་,d
hsc-advanced_physics-12-132,X \xarrowright{\beta} Y \xarrowright{\alpha} Z \xrightarrow{\gamma} M འདི་ ཀེར་ཐིག་གི་མཐའ་མ་ལུ་ཡོད་མི་འདི་ཨིན།,84,82,80,78,a
hsc-advanced_physics-12-133,"[འ་ནཱ་ལུ་ ཨཱལ་ཕ་དང་ བེ་ཐ་ དེ་ལས་ གམ་མ་ཟེར་མི་འདི་ X, Y དང་ Z གི་རིམ་པ་བཞིན་དུ་ འོད་འབུབ་ཀྱི་ཁྱབ་ཚད་ཨིན། M འདི་ རྡུལ་ཕྲན་ཨང་ 82 དང་ རྡུལ་ཕྲན་ཨང་ 210 འབད་མི་ཅིག་ཨིན་མས།",ཨི་སོ་བཱ་ར་,ཨི་ཟོཊོན,ཨི་ཟོཊོ་པི་,ཨི་ཟོ་མཱར་,a
hsc-advanced_physics-12-134,,NK^{-1} འདི་ཡང་,JK^{-1} འདི་ཡང་,JK^{-1} mol^{-1} འདི་ནང་ལུ་,N^{-1} m^{-2} C^{2} འདི་ཡང་ ཀྲོང་གསར་ལུ་ཡོད་པའི་,b
hsc-advanced_physics-12-135,Yགི་ ཨེ་རོམ་གྱངས་ཁ་འདི་ག་དེམ་ཅིག་ཡོདཔ་ཨིན་ན?,i དང་ ii,ii དང་ iii,i དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",c
