identity,question,a,b,c,d,correct_ answer
hsc-physics-12-66,༡༠། གནས་གོང་གཅིག་པའི་ ཝི་ཅཱཊ་འདི་ ཟུར་ཀྱོག་གཉིས་ལུ་བགོ་བཤའ་རྐྱབ་པ་ཅིན་ གཅིག་ལུ་གནས་གོང་ ༨ ཡོད་པ་ཅིན་ གཅིག་ལུ་གནས་གོང་ག་དེམ་ཅིག་ཡོདཔ་ཨིན་ན?,༢ གཅིག་སྒྲིལ་,༤ གཅིག་པུ་,༦ གཅིག་རྐྱང་,གྱངས་ཁ་༨,c
hsc-physics-12-67,རྟ་ཤུགས་གཅིག་འདི་ ...,i,ii,i དང་ ii,"i, ii དང་ iii ཚུ་ཨིན།",d
hsc-physics-12-68,i.༧༤༦ joule/sec,60^{\circ}:60^{\circ}: ༢༤༠^{\circ} འདི་ཡང་ སྦྲགས་སྦྲགས་འབད་སྦེ།,90^{\circ}:90^{\circ}: ༡༨༠^{\circ} འདི་ཡང་ སྦྲགས་སྦྲགས་སྦེ་རང་ སྦྲགས་བཞག་ནུག,120^{\circ}: ༡༢༠^{\circ}: ༡༢༠^{\circ}: ༡༢༠^{\circ}:,150^{\circ}: ༡༥༠^{\circ}: ༦༠^{\circ}: ༦༠^{\circ}: ༡༥༠^{\circ}: ༡༥༠^{\circ}: ༡༥༠^{\circ}: ༡༥༠^{\circ}:,c
hsc-physics-12-69,ii. རྐང་ཚད་-b/sec༥༥༠,ནུས་ཤུགས་,ནུས་ཤུགས་,གློག་ཤུགས་,ཚ་གྱང་ལང་མི་དགོ།,a
hsc-physics-12-70,iii. ༡༧༧༡༠ ft-poundal/sec,rad/sec༢༠ དེ་རེ་ཨིན།,༨༩.༤༤ rad/sec,༡༤༡.༤༢ rad/sec,rad/sec དེ་ ༢༠༠ཨིན།,d
hsc-physics-12-71,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,N-kg,N-m,N-sec,N-sec^{-1} འདི་ཡང་,c
hsc-physics-12-72,ཟུར་ཐིག་གསུམ་ཆ་མཉམ་འདི་ ཕྱོགས་གཅིག་ནང་ལུ་ དབྱེ་ཁག་རྐྱབ་པ་ཅིན་ ཟུར་ཐིག་གི་རྒྱ་ཁྱོན་འདི་ག་དེམ་ཅིག་ཡོདཔ་ཨིན་ན?,དུས་ཡུན་འགོར་ནི་,ཀླད་ཀོར་གྱི་ཤུགས་ཚད་,ཐིག་ཁྲམ་ནང་གི་ སྣུམ་འཁོར་ཚུ་,དབྱེ་ཞིབ་འབད་ནིའི་ནུས་པ་,a
hsc-physics-12-73,PV'འདི་ མེ་རླུང་རྒྱ་རྫི་གི་དོན་ལས་ཨིན།,ཟུར་ཐིག་གི་བེ་ཊར་,ཝེ་ཀཊར་རྐྱང་པ་,ནེ་ལཱལ་ ཝེ་ཀཊར་,ས་སྒོ་གི་བེ་ཊར་,c
hsc-physics-12-74,འཁོར་ལོ་བཤལ་མི་ 5 kgm^{2} འབད་མི་ འཁོར་ལོ་བཤལ་མི་ 10^{5} J འབད་མི་ འཁོར་ལོ་བཤལ་མི་གི་ཤུགས་ལུ་ དབྱེ་ཞིབ་ག་དེམ་ཅིག་འབད་དགོཔ་ཨིན་ན?,MLT^{-1} འདི་ཡང་,ML^{2}T འདི་ཡང་,ML^{2}T^{-1} འདི་ལུ་བལྟ་བ་ཅིན་,ML^{2}T^{-2} འདི་ལུ་བལྟ་བ་ཅིན་,c
hsc-physics-12-75,ཌེང་གི་གི་ཚད་གཞི་དེ་ག་ཅི་ཡོདཔ་ཨིན་ན?,0 J,༡༤.༧ J,༢༩.༤ J,༤༤.༡ J,b
hsc-physics-12-76,ཆུ་ཚོད་འཁོར་ལོའི་གཡོན་ལུ་ སྣུམ་འཁོར་ཚུ་ ག་དེ་སྦེ་ འགྱོ་དོ་ཡོདཔ་ཨིན་ན?,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",d
hsc-physics-12-77,ཀོ་ནི་ཨོ་ ཝེ་ཊར་གྱི་ལྟག་དང་ འོག་གི་ལྟག་གཉིས་ཆ་ར་འདྲན་འདྲ་ཨིན་པ་ཅིན་ ཝེ་ཊར་འདི་ ༠ སྦེ་སླབ་ཨིན།,1:03,\sqrt{3}:1 དེ་ནང་ལུ་,3:01,1:09,a
hsc-physics-12-78,ཟུར་གྱི་ཤུགས་ཀྱི་རྩིས་གཞི་འདི་ག་ཅི་ཨིན་ན་?,p = Fv^{2} འདི་ཡང་ Fv^{2} ཨིན།,P = Fv,P = F^{2}v ཨིན་པ་ཅིན་,P=\frac{F}{v}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,b
hsc-physics-12-79,ལྗིད་ཚད་ཀེ་ཇི་༢ དང་ རིང་ཚད་མི་ཊར་ ༡.༥ འབད་མི་ ལྕགས་ཀྱུ་འདི་ མར་གུག་སྟེ་ཡོད་ས་ལས་ སྒྲིང་སྒྲི་བཟོ་ནི་ལུ་ ལཱ་ག་དེ་ཅིག་འབད་དགོཔ་ཨིན་ན?,༢༧༣^{\circ}C,༠^{\circ}C འདི་ཡང་,-༢༧༣^{\circ}C འདི་,-373^{\circ}C གི་མཐའ་མར་,c
hsc-physics-12-80,འ་ནི་ལས་ཀ་འདི་གིས་ སྣུམ་འཁོར་གཅིག་ནང་ལུ་ གློག་མེའི་རིམ་པ་སོར་བཅོས་འབད་ནིའི་ནུས་པ་སླར་གསོ་འབདཝ་ཨིན།,༠.༢༧^{\circ} འདི་ སྦྲེལ་རྟགས་ཨིན།,༠.༢༨^{\circ} འདི་ སྦྲེལ་རྟགས་ཀྱི་མཐའ་མ་ཨིན།,༠.༢༩^{\circ} འདི་ སྦྲེལ་རྟགས་ཀྱི་མཐའ་མ་ཨིན།,༠.༣༠^{\circ} འདི་ཡང་ ཀེར་ཐིག་ ༠.༣༠^{\circ},c
hsc-physics-12-81,i. གནམ་བྱཱར་གྱི་དུས་ཚོད་འདི་ གནམ་བྱཱར་གྱི་ཆརཔ་ལུ་བརྟེན་ཨིན་མས།,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",c
hsc-physics-12-82,ii. t=\frac{T}{4} ནང་ལུ་ དུས་མཐུན་འགྱོ་འོང་།,\pi,\frac{\pi}{2} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་མིང་ཨིན།,\frac{\pi}{4}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,0,b
hsc-physics-12-83,iii. t=\frac{T}{2}གི་དུས་ཚོད་ལུ་ ཆ་ཕྲན་འདི་ འགོ་བཙུགས་སའི་ས་སྒོ་ལས་ ཕྱོགས་གཞན་ཁ་ཐུག་ལུ་འགྱོ་ཡོདཔ་ཨིན།,f < F ཨིན་པས།,f > F,f \leq F འདི་,f \geq F འདི་,a
hsc-physics-12-84,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,\frac{Ml^{2}}{l2}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,\frac{Ml^{2}}{3} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་མིང་ཨིན།,\frac{Ml^{2}}{2} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་མིང་ཨིན།,Ml^{2} འདི་ལུ་,a
hsc-physics-12-85,ལྗིད་ཚད་ཀེ་ཇི་༡ དང་ཀེ་ཇི་༩ འབད་མི་དངོས་པོ་གཉིས་ཆ་ར་ལུ་ དབྱེ་ཁག་གཅིག་པའི་ཤུགས་ཡོད། འདི་ཚུ་ག་དེ་ཅིག་ལུ་ དཀའཝ་སྤྱད་དོ་ཡོདཔ་ཨིན་ན?,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",d
hsc-physics-12-86,འཕྲུལ་ཆས་ཅིག་གིས་ འཕྲུལ་ཆས་ F འདི་ འཕྲལ་འཕྲལ་རང་ཤུགས་སྦེ་ལག་ལེན་འཐབ་སྟེ་ འཕྲལ་འཕྲལ་རང་ཤུགས་སྦེ་འགྱོ་བ་ཅིན་ འཕྲུལ་ཆས་ཀྱི་ཤུགས་འདི་ག་དེམ་ཅིག་འོང་ནི་ཨིན་ན?,\frac{3}{2}RTལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,\frac{3}{2}KTལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,\frac{5}{2}RTལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,\frac{5}{2}KTལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,d
hsc-physics-12-87,གནམ་གཤིས་གནས་སྟངས་འདི་ ག་བཟུམ་ཅིག་ཡོདཔ་ཨིན་ན?,1.86^{\circ} འདི་ཡང་ སྦ་སྒོར་ནང་ཡོད་མི་འདི་ཨིན།,༢.༨༦^{\circ} འདི་ལུ་,༣.༨༦^{\circ} འདི་ཡང་ སྦ་སྒོར་འདི་ཨིན།,༥.༨༦^{\circ}ལུ་,b
hsc-physics-12-88,འཁོར་ལམ་གྱི་དཀྱིལ་ལུ་ འཁོར་ལོ་འཁོར་བའི་སྐབས་ འཁོར་ལམ་གྱི་དཀྱིལ་ལུ་ མི་ཊར་༥༠༠ གི་དཀྱིལ་ལུ་ འཁོར་ལོ་འཁོར་བའི་སྐབས་ འཁོར་ལམ་གྱི་དཀྱིལ་ལུ་ འཁོར་ལོ་འཁོར་བའི་སྐབས་ འཁོར་ལམ་གྱི་དཀྱིལ་ལུ་ འཁོར་ལོ་འཁོར་བའི་སྐབས་ འཁོར་ལོ་འཁོར་བའི་སྐབས་ འཁོར་ལོ་འཁོར་བའི་སྐབས་ འཁོར་ལོ་འཁོར་བའི་སྐབས་ འཁོར་ལོ་འཁོར་བའི་སྐབས་ འཁོར་ལོ་འཁོར་བའི་སྐབས་ འཁོར་ལོ་འཁོར་བའི་སྐབས་ འཁོར་ལོ་འཁོར་བའི་སྐབས་ འཁོར་ལོ་འཁོར་བའི་སྐབས་ འཁོར་ལོ་འཁོར་བའི་སྐབས་ འཁོར་ལོ་འཁོར་བའི་སྐབས་ འཁོར་ལོ་འཁོར་བའི་སྐབས་ འཁོར་ལོ་འཁོར་བའི་སྐབས་ འཁོར་ལོ་འཁོར་བའི་སྐབས་ འཁོར་ལོ་འཁོར་བའི་སྐབས་ འཁོར་ལོ་འཁོར་བའི་སྐབས་ འཁོར་ལོ་འཁོར་བའི་སྐབས་ འཁོར་ལོ་འཁོར་བའི་སྐབས་ འཁོར་ལོ་འཁོར་བའི་སྐབས་ འཁོར་ལོ་འཁོར་བའི་སྐབས་ འཁོར་ལོ་འཁོར་བའི་སྐབས་ འཁོར་ལོ་འཁོར་བའི་སྐབས་ འཁོར་ལོ་འཁོར་བའི་སྐབས་ འཁོར་ལོ་འཁོར་བའི་སྐབས་ འཁོར་ལོ་འཁོར་བའི་སྐབས་ འཁོར་ལོ་འཁོར་བའི་སྐབས་ འཁོར་ལོ་འཁོར་བའི་སྐབས་ འཁོར་ལོ་འཁོར་བའི་སྐབས་ འཁོར་ལོ་འཁོར་བའི་སྐབས་ འཁོར་ལོ་འཁོར་བའི་སྐབས་ འཁོར་ལོ་འཁོར་བའི་སྐབས་ འཁོར་ལོ་འཁོར་བའི་སྐབས་ འཁོར་ལོ་,སྐེདཔ་གུ་ཐིག་ལེ་,སྐེད་པར་ཐགས་པའི་ས་ཐིག་,ལྕགས་ཤོག་གི་ཕྲ་རིང་ཚུ་ཡར་འཕར་འགྱོ་དོ་,རྡུལ་ཕྲན་འདི་ རྡུལ་རྫས་ཁམ་ཁུ་ནང་ལུ་ཡོདཔ་ཨིན།,c
hsc-physics-12-89,ཚད་གསུམ་ནང་ལུ་ ཝི་ཀཊར་ \vec{P} དང་ \vec{Q} གཉིས་འདི་ ཝེ་ཀཊར་མཉམ་པ་ཨིནམ་དང་,g འདི་གནས་སོར་བཞག་སྦེ་ L འདི་ཡར་སེང་འབད་བ་ཅིན་ T འདི་ཡར་སེང་འགྱོ་འོང་།,g འདི་གནས་སོར་བཞག་སྦེ་ L འདི་མར་ཕབ་འབད་བ་ཅིན་ T འདི་མར་ཕབ་འབད་འོང་།,g འདི་ཡར་སེང་འབད་བ་ཅིན་ T འདི་ཡར་སེང་འགྱོ་འོང་།,G འདི་ཡར་སེང་འབད་བ་ཅིན་ T འདི་མར་འབབ་འགྱོ་འོང་།,a
hsc-physics-12-90,i. \vec{P}. \vec{Q} = ༠ ཨིན་པ་ཅིན་,༠.༠༧ ཚུན་,སྐར་མ་ ༠.༣༡,༧.༨༥g,༣༡.༤༡ ཚུན་,b
hsc-physics-12-91,ii. \vec{P}\times \vec{Q}=0 འདི་ཡང་ ཌའི་ལོག་གི་ཨང་གྲངས་ཨིན།,ས་གནས་ཀྱི་གནམ་གཤིས་འདི་ ཆུ་བསིལ་ཚད་ལུ་བརྟེན་མེན།,མུ་ཏིག་གི་བཟོ་དབྱིབས་ཨིན། ཆར་རླུང་ལུ་བརྟེན་ རླུང་འཚུབས་ཐོན་མི་འདི་མེན་,ཆུའི་སེརཔ་འདི་སྐམ་རླུང་ལས་ དཀོན་དྲགས་འདུག,ཆར་རླུང་འདི་ ཆུ་སྐམ་རླུང་ལས་ཡང་འཇམ་ཏོང་ཏོ་ཨིན།,d
hsc-physics-12-92,iii. \frac{P_{x}}{Q_{x}}=\frac{P_{y}}{Q_{y}}=\frac{P_{z}}{Q_{z}},ཚ་དྲོད་,དྲོད་ཚད་,ཨོམ་འབོར་ཆེ་ཆུང་,ཚ་དྲོད་,b
hsc-physics-12-93,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,རང་དབང་ཡོདཔ་ཨིན།,དབྱེ་བ་བཟོ།,འདྲན་འདྲ་ཨིན།,༠ ཨིན་པས།,d
hsc-physics-12-94,ཀླུ་རྡུལ་ཅིག་གིས་ གློག་ཤུགས་ཚད་ལྡན་སྦེ་ བཏོན་པའི་སྐབས་ འགོ་བཙུགས་སའི་ས་སྒོ་འདི་ ག་དེ་ཅིག་ཡོདཔ་ཨིན་ན?,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",b
hsc-physics-12-95,ས་སྒོ་གཅིག་ནང་ལུ་ ཚ་དྲོད་དང་མ་ཁྱབ་པའི་ཤུགས་འདི་ f དང་ ཚ་དྲོད་དང་མ་ཁྱབ་པའི་ཤུགས་འདི་ F ཨིན་པ་ཅིན་ག་འདི་བདེན་པ་ཨིན་ན?,༠^{\circ} འདི་ཡང་,༤༥^{\circ} འདི་ལུ་,༦༠^{\circ}ལུ་,༩༠^{\circ} འདི་ཡང་ 90^{\circ} འདི་ཡང་,c
hsc-physics-12-96,ཚད་གཞི་ M དང་ ཚེ་རིང་ L གི་བར་ནའི་ཐིག་ཁྲམ་འདི་དཀྱིལ་ལུ་ཡོད་པའི་ ཟུར་ཐིག་ཕྲ་རིང་འདི་དཀྱིལ་ལུ་ཡོད་པའི་ ཟུར་ཐིག་ཕྲ་རིང་འདི་དཀྱིལ་ལུ་ཡོད་པའི་ ཟུར་ཐིག་ཕྲ་རིང་འདི་དཀྱིལ་ལུ་ཡོད་པའི་ ཟུར་ཐིག་ཕྲ་རིང་འདི་དཀྱིལ་ལུ་ཡོད་པའི་ ཟུར་ཐིག་ཕྲ་རིང་འདི་དཀྱིལ་ལུ་ཡོད་པའི་ ཟུར་ཐིག་ཕྲ་རིང་འདི་དཀྱིལ་ལུ་ཡོད་པའི་ ཟུར་ཐིག་ཕྲ་རིང་འདི་དཀྱིལ་ལུ་ཡོད་པའི་ ཟུར་ཐིག་ཕྲ་རིང་འདི་དཀྱིལ་ལུ་ཡོད་པའི་ ཟུར་ཐིག་ཕྲ་རིང་འདི་དཀྱིལ་ལུ་ཡོད་པའི་ ཟུར་ཐིག་ཕྲ་རིང་འདི་དཀྱིལ་ལུ་ཡོད་པའི་ ཟུར་ཐིག་ཕྲ་རིང་འདི་དཀྱིལ་ལུ་ཡོད་པའི་ ཟུར་ཐིག་ཕྲ་རིང་འདི་དཀྱིལ་ལུ་ཡོད་པའི་ ཟུར་ཐིག་ཕྲ་རིང་འདི་དཀྱིལ་ལུ་ཡོད་པའི་ ཟུར་ཐིག་ཕྲ་རིང་འདི་དཀྱིལ་ལུ་ཡོད་པའི་ ཟུར་ཐིག་ཕྲ་རིང་འདི་དཀྱིལ་ལུ་ཡོད་པའི་ ཟུར་ཐིག་ཕྲ་རིང་འདི་དཀྱིལ་ལུ་ཡོད་པའི་ ཟུར་ཐིག་ཕྲ་རིང་འདི་དཀྱིལ་ལུ་ཡོད་པའི་,༩༠་\degree,༦༠་\degree,༤༥་\degrees,0\degree ཟེར་མི་འདི་,d
hsc-physics-12-98,"གཞུང་ལམ་གྱི་རང་བཞིན་འདི་ དངུལ་ཁང་གི་ཟུར་ཁ་འདི་ག་དེམ་ཅིག་ཡོདཔ་ཨིན་ན?""",ནེ་ཊར་ནོམ་༤༠,ནེ་ཊར་ནོམ་༢༠,ནེ་ཊར་མི་ཊར་༣༠,༡༢༠ ནུས་མི་ཊར་,d
hsc-physics-12-99,ཀ་ལིག་གི་རིམ་ལུགས་ཀྱི་དཔེ་འདི་ག་ཅི་ཡོདཔ་ཨིན་ན?,རྟ་གིས་འཐེན་མི་ཤིང་རྟ་,སྐེད་པ་ལུ་རྨ་བཏོན་ནི་,གནམ་གྲུ་སྦོམ་ཅིག་གིས་ རྦོབ་རིལ་འགྱོ་ནུག,མེ་རྐྱེན་དེ་ ས་གནས་གཞན་ཁར་ཡང་ བྱུང་ནུག།,b
hsc-physics-12-100,འོག་གི་རྒྱུ་རྐྱེན་ག་ཅི་ལུ་བརྟེན་ ལྡོག་ཕྱོགས་ཀྱི་དུས་ཡུན་དེ་ མགྱོགས་དྲགས་སྦེ་འགྱོ་ནི་ཨིན་ན?,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",d
hsc-physics-12-101,ཕྲ་རྡུལ་ཅིག་ལུ་ མགྱོགས་ཚད་ 6 ms^{-1} དང་ ཁྱབ་ཚད་ 30 cmཡོད་པ་ཅིན་ འདི་གི་གནས་ཚད་འདི་ག་དེམ་ཅིག་འོང་ནི་སྨོ་,Joule,Ft-Poudal,ཨེ་རག་,N.m,c
hsc-physics-12-102,ཆུ་གི་སེརཔོ་གི་ཐད་ལུ་ ག་འདི་བདེན་པ་ཨིན་ན?,༢༠ J,༩ ཇེ་,༢ ཇེ་,1 J,c
hsc-physics-12-103,མཆིན་པ་ཆག་ནི་དེ་ ...,དབྱེ་བ་ཚུ་,ཝི་ཝར་ཇེན་སི་,ཀར་ལཱལ་,བཏོན་གཏང་,b
hsc-physics-12-104,ཝི་ཅཱཊ་ཀྱི་འབྱུང་ས་དང་མཇུག་གི་ས་སྒོ་གཉིས་བསྡོམས་པ་ཅིན་ ཝི་ཅཱཊ་ཟེར་མི་འདི་ག་ཅི་ཨིན་ན?,kgms^{-1} ལུ་ཡར་འཕར་འབདཝ་ཨིན།,4 kgms{-1}ལུ་ བསྒྱུར་འབདཝ་ཨིན།,8 kgms{-1} ལུ་ཡར་འཕར་འབདཝ་ཨིན།,16 kgms^{-1} འདི་ཡང་,b
hsc-physics-12-106,i. ནུས་ཤུགས་དང་ ནུས་ཤུགས་ཀྱི་ལཱ་འདི་ དུས་ཀྱི་གྱངས་ཁ་ཨིན།,\pi/2,\pi,༣\pi/2,༢\pi,d
hsc-physics-12-107,༢། གློག་ཤུགས་ཀྱི་འགྱུར་ལྡོག་,ནུས་ཤུགས་,གློག་ཤུགས་,ལཱ་འབད་ཐངས་,ཚ་གྱང་ལང་མི་དགོ།,c
hsc-physics-12-108,གསུམ་པ་ ཤུགས་ཀྱི་སོར་བསྒྱུར་གྱི་ཚད་,༢༥.༡༢^{\circ},༢༦.༥༧^{\circ}ལུ་,༩༠.༦༧^{\circ}ལུ་ཡོདཔ་ཨིན།,༡༨༠.༢༥^{\circ}ལུ་ཡོདཔ་ཨིན།,b
hsc-physics-12-109,Tork གི་མིང་གཞན་ག་ཅི་ཡོདཔ་?,མགུ་འཐོམ་ཤུགས་,སྦ་གསང་གི་ལམ་བདའ་འགྱོ་མི་,ལྡོག་ཕྱོགས་ལུ་འགྱུར་,མདའ་ཐང་ལྟེ་བའི་ནང་ལུ་ བཏུབ་,c
hsc-physics-12-110,N.T.P. ཧའི་ཌོ་ཇེན་གི་ལྗིད་ཚད་དེ་ 0.09 kgm^{-3} ཨིནམ་དང་ འདི་ལུ་ ཀྲོང་གསར་ལུ་ཡོད་པའི་ ཀྲོང་གསར་གྱི་ཤུགས་ཚད་དེ་ 0.09 kgm^{-3} ཨིནམ་སྦེ་ངེས་ཏིག་བྱིན།,ཀི་ལོ་མི་ཊར་ ༡.༨༤,ཀི་ལོ་མི་ཊར་ ༢.༨༤^{-1},ཀི་ལོ་མི་ཊར་ ༣.༣༨^{-1},ཀི་ལོ་མི་ཊར་ ༤༠༠^{-1},a
hsc-physics-12-111,ཚད་འཛིན་གྱི་བར་ནའི་ ཚད་འཛིན་གྱི་རྩ་བ་དང་ ཚད་འཛིན་གྱི་དྲོད་ཚད་ཀྱི་བར་ན་ འབྲེལ་བ་འདི་ཨིན།,C_{rms}\infty T འདི་ཡང་ ཌའི་ལོག་ནང་ལུ་ཨིན་,C_{rms}\infty \sqrt{T} དེ་ཚུ་ སྦ་སྒོར་ནང་ཡོད་མི་ཚུ་ཨིན་,C_{rms}\infty \frac{1}{T} འདི་ཡང་ སྦ་སྒོར་ནང་ལུ་ཨིན་,C_{rms}\infty \frac{1}{\sqrt{T}}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,b
hsc-physics-12-112,\hat{J}\times (\hat{j}\times \vec{k}) འདི་ག་དེ་ཅིག་འབད་དོ་ག་?,-\hat{k} དེ་ནང་ལུ་,0,\hat{k} དེ་ནང་ལུ་,\hat{i} འདི་ཡང་ ཌེཀསི་ཊོཔ་གི་,a
hsc-physics-12-114,i. བརྗེ་སོར་གྱི་ལམ་སྟོན་,ནུས་ཤུགས་ཀྱི་དབྱེ་བ་,གློག་ཤུགས་,ནུས་ཤུགས་འདི་ ཀེ་མི་ལི་ལས་ཐོབ་ནུག,ཚ་དྲོད་གློག་ཤུགས་,a
hsc-physics-12-115,༢། བཀྲམ་སྤེལ་ཐངས་,T\infty r ལུ་,T\infty r^{2} འདི་ཡང་,T^{2}\infty r དེ་ནང་ལུ་,T^{2}\infty r^{3}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,d
hsc-physics-12-116,གསུམ་པ་ མཐུད་སྦྲེལ་,བསྒྱུར་ལྡོག་གི་བེ་ཊར་,བི་པི་རེཊི་བེ་ཊར་,དབྱེ་བ་མེད་པའི་བེ་ཊར་,ཝེ་ཀཊར་འདྲ་བཤུས་འབདཝ་ཨིན།,c
hsc-physics-12-117,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,\tau=\frac{1}{\alpha }འདི་ ཨང་དང་པའི་མཐའ་མ་ལུ་ཡོདཔ་ཨིན།,\tau=\sqrt{I\alpha }འ་ནི་ལས་ཀ་འདི་གིས་ བཀྲམ་སྟོན་འབད་ནི་ལུ་ ཕན་ཐོགས་འོང་།,\tau=I^{2}\alpha འདི་ཡང་ ཌའི་ལོག་གི་ས་སྒོ་འདི་ཨིན།,\tau=I\alpha ཕྲ་རིང་གི་མཐའ་མ་དེ་,d
hsc-physics-12-118,ཟུར་ཐིག་ཚུའི་ཤུགས་ཚད་ཀྱི་ འདྲ་མཉམ་འདི་ག་ཅི་ཨིན་ན་?,ནུས་མེད་,༠ ཨིན་པས།,ལེགས་བཅོས་འབདཝ་ཨིན།,མཐའ་མེད་པའི་,b
hsc-physics-12-119,\hat{i} དང་ \hat{j} ལུ་གཞི་བསྟུན་འབད་ཡོད་པའི་ ས་སྒོ་འདི་ ཕྲང་རིང་ལུ་ཡོད་པའི་ ཝེ་ཊར་གཅིག་འདི་ཨིན།,མེ་རླུང་ཤུགས་མར་བབས་འགྱོ་མི་དང་ ཚ་དྲོད་ཡར་འཕར་འགྱོ་མི་ལུ་བརྟེན་ཨིན།,ཤུགས་ཚད་མར་བབས་འགྱོ་མི་དང་ ཚ་དྲོད་མར་བབས་འགྱོ་མི་འདི་ཚུ་ཨིན།,ཚ་དྲོད་མཐོ་དྲགས་དང་ ཉི་དྲོད་ཆུང་དྲགས་ཚུ་ནང་,ཚབས་ཆེན་དང་དྲོད་ཤུགས་ལུ་བརྟེན་,a
hsc-physics-12-120,གཟུགས་ཀྱི་ཤུགས་འདི་ འཕྲུལ་ཆས་ཀྱི་ཤུགས་ལས་ བརྒྱ་ཆ་༢/༣ ཨིནམ་སྦེ་སླབ་པ་ཅིན་ འཕྲུལ་ཆས་ཀྱི་ཤུགས་འདི་ ག་དེམ་ཅིག་སྦེ་མང་བ་འཐོན་ནི་ཨིན་ན?,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii དང་ iii ཚུ་ཨིན།",a
hsc-physics-12-121,ས་གཞི་གུ་ལས་ ས་གཏིང་དང་མཐོ་ཚད་འདི་ འོག་ལུ་ཡོད་པའི་གློག་ཤུགས་དང་འདྲན་འདྲ་འབད་ཡོད་མི་འདི་ལུ་ མཐོ་ཚད་དང་གཏིང་གི་དན་ཚད་འདི་ སྦྲེལ་ཏེ་ཡོདཔ་ཨིན།,[M^{2}L^{2}T^{-1}] འདི་ལུ་བལྟ་བ་ཅིན་,[M^{-2}LT^{-1}] འདི་ཡང་ ཌའི་ལོག་ནང་ལུ་ཨིན་,[ML^{-2}T] འདི་ཡང་,[ML^{2}T^{-1}] འདི་ལུ་བལྟ་བ་ཅིན་,d
hsc-physics-12-122,PV = འཕྲལ་འཕྲལ་རང་ཨིན་པ་ཅིན་ འ་ནི་འདྲ་མཉམ་འདི་གིས་ བྱ་རིམ་ག་ལུ་རྒྱབ་སྐྱོར་འབདཝ་ཨིན་ན?,\pm (\hat{i}\times \hat{j}) འདི་ནང་ལུ་,\pm (\hat{j}\times \hat{k}) འདི་ སྦྲེལ་རྟགས་ཨིན་,\pm (\hat{k}\times \hat{i}) འདི་ ཀེར་ཐིག་གི་ གྱངས་ཁ་ཨིན།,\pm (\hat{i}\times \hat{k}) འདི་ ཌའི་ལོག་ནང་ལུ་ཨིན་,a
hsc-physics-12-123,27^{\circ} ནང་ལུ་ 32g ཨོ་ཟི་ཟི་གི་ཤུགས་འདི་ག་དེ་ཡོདཔ་ཨིན་ན? (R = 8.314 Jmol^{-1}K^{-1}) འདི་ཡང་ ཀླད་ཀོར་ལུ་གཞི་བསྟུན་འབད་ཡོདཔ་ཨིན།,\frac{1}{9}ལུ་ བཀྲམ་སྟོན་འབདཝ་ཨིན།,\frac{2}{9} འདི་ནང་ལུ་,\frac{4}{9}ལུ་ བཀྲམ་སྟོན་འབདཝ་ཨིན།,\frac{16}{9}འདི་ནང་ལུ་,c
hsc-physics-12-124,ཇི་ (g) གི་གནས་ཚད་དེ་ ?,1:01,1:02,2:01,3:01,c
hsc-physics-12-125,དབྱེ་བ་འདི་ E_{k} དང་ P གི་བར་ནའི་རྩིས་ཁྲ་ཨིན།,དྭངས་གསལ་བཟོ་ནི་,དུས་མཐུན་བཟོ་ནི་,དབྱེ་སེལ་འབདཝ་ཨིན།,རླུང་མ་དྲོད་ཅན་,a
