identity,question,a,b,c,d,correct_ answer
hsc-zoology-12-86,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",b
hsc-zoology-12-87,ཉ་ཚུ་ནང་ལུ་ ཚོར་སྣང་གི་ཡན་ལག་ཚུ་ཡོདཔ་ཨིན།,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",b
hsc-zoology-12-88,ཚ་དྲོད་མར་ཁུ་ནང་ ག་ཅི་ཡོདཔ་ཨིན་ན?,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",d
hsc-zoology-12-89,"ཇི་ལིག་ཇེན་ \xrightarrow{'X'} གི་ལིག་ཇེན་

བསྐུལ་པ་གི་རིམ་པ་ X འདི་ཨིན།
ཇི་ལིག་ཇེན་ \xrightarrow{'X'} གི་ལིག་ཇེན་",i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",d
hsc-zoology-12-90,,འདི་ལུ་བལྟ་བ་ཅིན་ ཐད་ཀར་དུ་ འགྱུར་བ་འགྱོ་ནི་གི་ཉེན་ཁ་འདུག,མི་བསད་མི་ རིགས་མཚན་,ཕན་ཐོགས་ཅན་གྱི་ རིགས་མཚན་,འདྲ་མཉམ་བཟོ་ནི་,c
hsc-zoology-12-91,འ་ནི་ཧོར་མོ་ནའི་ལས་རིམ་འདི་ ག་ལས་འགོ་བཙུགསཔ་ཨིན་ན?,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",b
hsc-zoology-12-92,སེམས་ཀྱི་གནས་རིམ་འདི་ག་དེ་ཅིག་ དུས་ཡུན་རིངམ་སྦེ་འགོར་དོ་ཡོདཔ་ཨིན་ན?,ཁོ་གིས་འབད་བ་ཅིན་ རིགས་མཚན་ཅན་གྱི་སྲོག་ཆགས་འདི་ སྐྱེ་བའི་བསྒང་ལས་ རིགས་མཚན་ཅན་ཅིག་ལུ་ གྱུར་ཏེ་ཡོད་ཟེར་ཨིན་པས།,Jean Baptiste de Lamarqueཟེར་མི་ཅིག་ཨིན་མས།,གེ་རོ་ཇཱན་ མེན་ཌེལ་,ཇ་. གེ་རོ་ཇར་ མེན་ཌེལ་,c
hsc-zoology-12-93,སེམས་ཀྱི་ནང་འཁོད་ལུ་བྱུང་མི་ན་ཟུག་འདི་ སེམས་ཀྱི་ནང་འཁོད་ལུ་བྱུང་མི་ན་ཟུག་འདི་ཨིན།,ཨ་མ་ལེཇ་,མལ་ཏེཇ་,ཀོ་ལ་ཇེ་ནེསི་,ལི་པེཇ་,c
hsc-zoology-12-94,ཨ་ལིན་ཌ་འདི་ སེམས་ཀྱི་འཁོར་ལོའི་ནང་,སྦ་སྒོར་གཉིས་འབད་མི་ ཨེཔ་སི་ཊ་སི་སི་,ཨེ་པི་སི་ཊ་སི་,སྲིད་བྱུས་,སྲོག་གཅོད་འབད་མི་ རིགས་མཚན་,b
hsc-zoology-12-95,གཟུགས་ཀྱི་རུས་པ་ག་དེ་ཅིག་ཡོདཔ་ཨིན་ན?,༢༩,༣༠,༣༡,༣༥,a
hsc-zoology-12-97,Hydra གིས་ ཐག་རིང་ས་གི་ས་སྒོ་ཚུ་ནང་ ག་དེ་སྦེ་འགྱོ་ཚུགས་ནི་ཨིན་ན?,ཨོམ་འདི་ སྦོམ་འགྱོ་ཚར་བའི་བསྒང་ལས་ སྐྱེ་ནི་འགོ་བཙུགས་ནུག,སྒོང་རྡོག་འདི་ rightarrow སྦལཔ་གི་སྒོ་ང་འདི་ rightarrow imago,ཨོམ་འདི་ སྦོམ་འགྱོ་ཚར་བའི་སྲོག་ཆགས་ཨིན།,ཨོམ་ \rightarrow བྱམོ་ \rightarrow བྱམོ་ \rightarrow སྦོམ་འགྱོ་མི་ སེམས་ཅན་,a
hsc-zoology-12-98,right ventricle rightarrow pulmonary artery rightarrow lungs འདི་ག་དེ་སྦེ་འགྱོ་འགྱོཝ་ཨིན་ན?,Insulin དང་ Oxytocin ཟེར་མི་གཉིས་ཆ་ར་གིས་,ཌོ་པཱ་མིན་དང་ ས་མོ་ཊོ་སི་ཊ་ཀྲིན་,Glucagon དང་ Oxytocin ཟེར་མི་གཉིས་ཆ་ར་གིས་,Insulin དང་ glucagon ཟེར་མི་གཉིས་ཆ་ར་གིས་ ནད་གཞི་འདི་ བཀག་ཚུགས་ནུག,d
hsc-zoology-12-99,"Ruhani གིས་ དམར་པོ་དང་ དམར་པག་གི་གྱོན་ཆས་གྱོན་ཏེ་ འགྲོ་འགྲུལ་འབད་བའི་སྐབས་ལུ་ Sohani ལུ་མཇལ་ཁ་གནང་ནུག Sohani གིས་ Rouhani གི་གྱོན་ཆས་ཀྱི་ཚོས་གཞི་འདི་ བདའ་ཟུན་མ་ཚུགསཔ་ཨིན་མས།

Sohaniལུ་ ག་ཅི་བྱུང་ཡི་ག་?",མེན་ཌེལ་,ཀཱར་ལཱསི་ ཀ་རེནསི་,ཝི་ལི་ཡམ་ བེཊསཱོན་,Hugo the Vries འདི་ཡང་ དབྱངས་ཅན་ཅིག་ཨིན་མས།,c
hsc-zoology-12-101,i. ཧིས་ཏཱ་མཱིན་ལུ་བརྟེན་པའི་ ནད་འབུབ་ཐོབ་ནུག,དབུགས་གཏོང་ལེན་,ལམ་ལུགས་,ཧེ་པ་ཊི་གི་སྒོ་ལམ་,ཀོ་རོ་ན་བའེ་རཱསི་,a
hsc-zoology-12-102,༢། གཟུགས་ཀྱི་ནད་གཞི་ཚུ་ལུ་ གདོང་ལེན་འབདཝ་ཨིན།,ནད་གཞི་འདི་ ན་ཧིང་གི་ཟླཝ་འདི་ལས་འགོ་བཙུགས་ཏེ་ དར་ཁྱབ་སོང་ནུག།,ཚོས་གཞི་མཐར་འཁྱོལ་མི་,མཚིགས་ཚིགས་ཀྱི་ཉམས་འགྱོ་ནི་,བཱ་ར་ཀི་ཕ་ལ་ཇི་,b
hsc-zoology-12-103,གསུམ་པ་ ཧེ་པིར་ནིན་འདི་ ཕྱི་ཁར་བཏོན་བཏངམ་ཨིན།,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",b
hsc-zoology-12-104,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,ཧོག་ཉ་,ལཱམ་པྲ་,ཉ་རྒོད་,ལྕངམ་གི་ཉ་,a
hsc-zoology-12-105,གཟུགས་ཀྱི་ཡན་ལག་འདི་ ག་ལུ་ཡོདཔ་ཨིན་ན?,Actinopetrygii,Sarcopetrygii,Chondrichthyes,ས་ཁ་ལས་ཕར་སྡོད་མི་ཚུ་,c
hsc-zoology-12-106,ཨ་པ་གི་ཁྲག་གི་སྡེ་ཚན་ AB དང་ ཨའི་གི་ཁྲག་གི་སྡེ་ཚན་ O ཡོད་མི་ལུ་བརྟེན་ ཨ་ལོ་ལུ་ ཨའི་དང་ཨ་པ་གི་ཁྲག་གི་སྡེ་ཚན་ ག་དེ་ཅིག་འོང་ནི་ཨིན་ན?,0.7,0.5,0.3,0.1,d
hsc-zoology-12-107,"ཕོ་སྐྱེས་གནགཔོ་ཅིག་དང་ ཨམ་སྲུ་དཀརཔོ་ཅིག་ གཉེན་རྐྱབ་ནུག ཨིན་རུང་ F_{1}ལུ་ཡོད་པའི་ཨ་ལོ་ག་ར་གི་ ཤ་མདོག་འདི་གཅིག་ཨིན་རུང་ F_{2}ལུ་ཡོད་པའི་ཨ་ལོ་ཚུ་ ཤ་མདོག་མ་འདྲཝ་སྦེ་སྐྱེ་ནུག

རྒྱུད་བསྐུལ་ལུ་ དཀར་མདོག་ཅན་གྱི་ཨ་ལོ་ཚུ་ ག་ཅི་འབད་སྐྱེ་ནི་ཨིན་ན?
གདོང་ཁ་གི་ཚིགས་ཀྱི་ཚིགས་འདི་ ཉ་གི་ཁྲག་བསྡུ་ལེན་འབད་སའི་ས་སྒོ་འདི་ཨིན།",རུས་ཚིགས་ཀྱི་རིགས་དང་ རུས་ཚིགས་ཀྱི་ས་སྒོ་,ཕྲ་རྡོག་གཅིག་ཡང་མེདཔ་ལས་ རུས་ཚིགས་ཀྱི་ནད་འདི་མི་འཐོན་ནི་ཨིན་མས།,ཀོང་ཌོ་སི་ཊི་དང་ ཨོ་སི་ཊི་ཨོ་སི་ཊི་,Chondromycoid དང་ Chondroalbuminoid ཚུ་ཨིན།,a
hsc-zoology-12-108,i. མིག་ཏོ་གི་ས་སྒོ་,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",b
hsc-zoology-12-109,༢། NASA གི་ས་ཁོངས་,ཧུམ་མར་སི་,སཱཊར་ནེམ་,ཀླད་ཀོར་,ཀལ་ཝིག་ལ་,b
hsc-zoology-12-110,གསུམ་པ་ གཞུང་ལམ་གྱི་ས་ཁོངས་,0%,25%,75%,100%,a
hsc-zoology-12-111,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,སྲིད་བྱུས་,ཨེ་པིས་ཏའེས་,སྲོག་ལྡན་འོག་གི་ཚིགས་འདི་,སྲོག་གཅོད་འབད་མི་ རིགས་མཚན་,a
hsc-zoology-12-112,སེམས་ཀྱི་ནད་གཞི་འདི་ ག་བཟུམ་ཅིག་ལུ་བརྟེན་ཏེ་ ཡར་སྦོམ་འགྱོཝ་ཨིན་ན?,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",d
hsc-zoology-12-114,i. ཝི་གཱསི་,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",c
hsc-zoology-12-115,༢། ཕར་ནི་ཀ,གེ་ཟ་ཞིང་ཚུ་ནང་།,སྒོང་རྡོག་,སྐད་རྐྱབ་ནི་,བྱི་ཅུང་,a
hsc-zoology-12-116,གསུམ་པ་ རྒྱ་མཚོ་གི་མཐའ་མཚམས་,ཨེ,བི་,ཨེབ,ཨོ་,c
hsc-zoology-12-117,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,ཁྲག་དཀར་གྱི་ཚིགས་ཕྲན་,ཁྲག་དམར་ཚིགས་རྡོག་གཅིག་ཨིན།,གློ་བུར་གྱི་ལཱ་,ཧེ་པ་རཱིན་,b
hsc-zoology-12-118,འ་ནི་ལས་ཀ་འདི་གིས་ གཟུགས་ཀྱི་གནས་སྟངས་ ཡར་དྲག་གཏང་ནི་ལུ་ ཕན་ཐོགས་འོང་།,ཧའི་ཌར་,Labbeo,Pila,Poekilocenrus,a
hsc-zoology-12-119,i. འོད་འཇམ་སྦེ་ལག་ལེན་འཐབ་ཡོདཔ་ཨིན།,གེ་ལི་ཌིན་,དབྱར་རྩྭ་དགུན་འབུབ་,ལྕོགས་ཅན་བཟོ་ནི་,ལམ་འགྱོ་ནི་,c
hsc-zoology-12-120,༢། ཟུར་ཐིག་དང་ ཟུར་ཐིག་གཉིས་ཆ་ར་ལུ་ འོད་གསལ་དགོ་འོང་།,ནད་འབུབ་དང་ ནད་འབུབ་གཞན་ཚུ་,ནིཊི་རོཇེན་,ཧ་ཌིརཇེན་,ནད་ཡམས་ཀེ་རོ་ནའི་ཌའི་ཨོཀ་སིཌ་,c
hsc-zoology-12-121,གསུམ་པ་ དངོས་པོ་གི་ཡན་ལག་སོ་སོ་གིས་ དབྱེ་བ་ཕྱེ་སྟེ་གསལ་ཏོག་ཏོ་སྦེ་ བལྟ་ཚུགསཔ་ཨིན།,དུས་ཡུན་ཚང་བའི་སྐབས་ལུ་,གཟུགས་ཀྱི་ཡན་ལག་,ཤིང་ཆས་ཚུ་,ཆོས་ཚོགས་,c
hsc-zoology-12-122,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,0.7,0.5,0.3,0.1,a
hsc-zoology-12-123,དབུགས་གཏོང་ལེན་གྱི་ས་སྒོ་ག་ཏེ་ལུ་ ཨལ་ཕ་ཊི་རི་ཀའུཊི་དེ་ཡོདཔ་ཨིན་ན?,ཨེས་སི་ཌི་ཡ་ མེན་ཊུ་ལ་,Eusphyrna blochii འདི་ནང་ལུ་,Myxine glutinosa ཟེར་མི་འདི་ཨིན།,Neoceratiodus frosteri ཟེར་མི་ རོ་ཁྱི་འདི་,a
hsc-zoology-12-125,i. གྱངས་ཁ་འདི་ གུ་རམ་ ༡༠ ཨིན།,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",d
hsc-zoology-12-126,༢། འགོ་དང་པ་གི་ཆ་ཕྲན་གཉིས་འདི་ སྐེདཔ་གི་ཁོག་པའི་ས་སྒོ་ནང་ལུ་ཡོདཔ་ཨིན།,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",a
hsc-zoology-12-127,གསུམ་པ་ ཕྲ་རིང་འདི་ཁ་ཕྱེ་ནུག,ཝི་སི་ཊི་བི་ལ,ན་ས་ག་བཱལ་,ཤུལ་མ་ལུ་ ན་ས་རཱན་ཌར་,NASA གི་གློག་ཀེམ་,b
hsc-zoology-12-128,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",b
hsc-zoology-12-129,འོག་གི་སྲོག་ཆགས་ག་འདི་ བྱི་ཅུང་གི་རིགས་ཅིག་ཨིན་ན?,ནང་ན་ཆུང་ཀུ་,མཆིན་པ་སྦོམ་,ནང་ན་གི་ཁོག་པ་,གླང་དུག,a
hsc-zoology-12-130,མི་ཅིག་ལུ་ BMI 38 kg/m^{2}ཨིན། ཁོ་ར་ དཀའཝ་སྤྱད་ནི་གི་ཚད་གཞི་ག་དེ་ཡོདཔ་ཨིན་ན?,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",b
hsc-zoology-12-131,ཁྲག་དཀར་གྱི་ཚིགས་ཕྲན་འདི་ ...,བྱི་ཅུང་,སྦྲང་རྩི་,བཏོན་གཏང་ནི་,གེ་ཟ་ཞིང་ཚུ་ནང་།,d
hsc-zoology-12-132,i. ནིའུ་ཀིའུ་ལི་ཡཱསི་འདི་ མཐུད་སྦྲེལ་འབད་ཡོདཔ་ཨིན།,གོ་རིམ་དང་པ་འདི་,གོ་རིམ་གཉིས་པ་,གོ་རིམ་གསུམ་པ་,ཚད་ལྡན་གནས་ཚད་ཚུ་,b
hsc-zoology-12-133,༢། ནད་གཞི་ཚུ་ལས་ སྔོན་འགོག་འབདཝ་ཨིན།,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",a
hsc-zoology-12-134,གསུམ་པ་ ཧེ་མཱག་ལོ་བིན་འདི་ཡར་སེང་འགྱོ་ནུག,མི་གི་ལགཔ་དང་ ཝཱལ་གི་ཕིལཔ་,མི་གི་ལགཔ་དང་ རྟ་གི་རྐང་ལག་,བྱ་དང་བྱི་ཅུང་གི་གཤོག་ཐལ་,བྱི་ཅུང་དང་ བྱི་ཅུང་གི་གཤོག་ཐལ་,d
hsc-zoology-12-135,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,བེ་ཟོ་ཕི་ལ,ཡུ་སི་ནོ་ཕི་ལ,ལིམ་ཕོ་སིཊ་,ཌའི་ལོག་,a
hsc-zoology-12-136,ག་འདི་ལྦཝ་གི་ཡན་ལག་འདི་ཨིན་ན?,གླང་ཁོག་,བད་ཀན་,ཚིགས་ཀྱི་ཚིགས་ཚུ་,ནང་ན་གི་གློག་ཐག་འདི་,a
hsc-zoology-12-137,ཧའི་སི་ཏམ་ནི་མར་ཕབ་རྐྱབ་ཨིན།,བད་ཀན་,གླང་དུག,ནང་ན་གི་ཁོག་པ་,པེ་ནཱི་ཡ་,a
hsc-zoology-12-138,གཟུགས་ནང་གི་ཚིགས་ཀྱི་སྦོམ་ཤོས་འདི་ ག་འདི་སྨོ་,འབུབ་,ཧ་ཌ་རཱ།,སྐར་མ་ཉ་,སེརཔོ་ཇི་,b
hsc-zoology-12-140,i. ལབ་ར་བུམ་,ཀོར་ནི་ཡཱན་,ཀི་རིསི་ཊལ་ནིའིན་གྱི་ཟུར་,རའི་,རབ་ཌོམ་,d
hsc-zoology-12-141,"ii, མཱག་སི་ལཱ་",༡ ཨིན་པས།,༢་ཨིན།,༣་ཨིན།,༤ ལུ་,b
hsc-zoology-12-142,གསུམ་པ་ ལགཔ་གི་ལྕེ་,པེཔསི་བིན་,ཐའི་ལིན་,ཏིརི་པསི་བཱིན་,མལ་ཏེཇ་,a
hsc-zoology-12-143,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",d
hsc-zoology-12-144,ཨོ་མ་ཏི་དི་ཨུམ་གྱི་ས་སྒོ་ག་ཏེ་ལུ་ གཟུགས་བརྙན་འདི་ཐོན་ཡོདཔ་ཨིན་ན?,ལྗིད་ཚད་མར་བབས་འགྱོ་ནིའི་ཉེན་ཁ་ཡོད།,ལྗིད་ཚད་མར་བབས་སོང་ཡོདཔ།,ཚ་རིམས་གཉིས་པ་: གཟུགས་ཁམས་འཕྲོད་བསྟེན་,སྤྱིར་བཏང་,b
hsc-zoology-12-145,རུ་ཝང་ཉ་ལུ་ ཤོག་གུ་ག་དེམ་ཅིག་ཡོདཔ་ཨིན་ན?,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",d
hsc-zoology-12-146,མི་གི་ཕོཝ་ནང་ ཁོག་པའི་ཀོཝ་ནང་ ནད་གཞི་འདི་ཡོདཔ་ཨིན་ འདི་ནང་ལུ་ མཚམས་སྦྱོར་གྱི་གློག་ཐིག་འདི་ཡོདཔ་ཨིན། ཕྲ་རིང་འདི་ནང་ལུ་ མུ་ཏིག་དང་ཨེན་ཇི་མི་ དེ་ལས་ ཨ་སིཌ་གི་རིགས་མ་འདྲཝ་ཚུ་བཙུགཔ་ཨིན་མས།,ལྕགས་ཤོག་,རྣལ་རིག་གི་ཤོག་པ་,བྱའི་མཇུག་གི་ཤོག་པ་,མགུ་ཏོ་གི་གཤོག་ཁོག་,c
hsc-zoology-12-147,,སུར་མ་,ཀོ་རི་ནའི་མེ་ཏོག་,ཡམ་ནཱ།,ཧཱལ་ཌ་,d
hsc-zoology-12-148,འ་ནི་ལས་ཀ་འདི་གིས་ ལྕོགས་ཅན་བཟོ་ནིའི་དོན་ལས་ ཐབས་ཤེས་གཞན་མི་ཅིག་ བཏོན་བཏངམ་ཨིན།,བེ་ཟོ་ཕི་ལ,ནིའུ་ཊི་རོ་ཕི་ལ,ཡེ་ཨོ་ སི་ནོ་ཕི་ལ,ཌའི་ལོག་,a
hsc-zoology-12-149,མི་གི་ཕོཝ་ནང་ ཁོག་པའི་ཀོཝ་ནང་ ནད་གཞི་འདི་ཡོདཔ་ཨིན་ འདི་ནང་ལུ་ མཚམས་སྦྱོར་གྱི་གློག་ཐིག་འདི་ཡོདཔ་ཨིན། ཕྲ་རིང་འདི་ནང་ལུ་ མུ་ཏིག་དང་ཨེན་ཇི་མི་ དེ་ལས་ ཨ་སིཌ་གི་རིགས་མ་འདྲཝ་ཚུ་བཙུགཔ་ཨིན་མས།,གེ་ཟ་ཞིང་ཚུ་,གོརསི་ཕི་ལ,རྒྱ་མཚོ་ནང་གི་ཕགཔ་,མི་ཚུ་,a
hsc-zoology-12-150,,ཇི་མོ་ཇི་ནི་ཀ།,ཨར་ཇེན་ཊི་ན་ཕིན་,མུ་ཏིག་,གཟུགས་ཀྱི་ཡན་ལག་,a
hsc-zoology-12-151,འདི་བཟུམ་གྱི་སྲོག་ཆགས་ཀྱིས་ འདི་བཟུམ་མའི་ལཱ་ཚུ་ འབད་དོ་ཡོདཔ་ཨིན་མས།,ཕེརེནསི་,ཨིང་ལེན་,ཨི་ཏྲ་ལི་,ཨོ་སི་ཏྲི་ཡ་,d
hsc-zoology-12-152,i. ཨེསི་ཊི་ཨེམ་ལི་ཡཱན་ བཟོ་དོ་ཡོདཔ་ཨིན།,བྱི་ཅུང་གི་གཤོག་སྒྲོམ་དང་ བྱི་ཅུང་གི་གཤོག་སྒྲོམ་,བྱི་ཅུང་གི་གཤོག་ཐལ་ བྱི་ཅུང་གི་གཤོག་ཐལ་,བྱ་གི་གཤོག་སྒྲོ་དང་ མི་གི་ལགཔ་,བྱ་གི་གཤོག་ཐལ་དང་ རོ་ཁྱི་གི་རྐང་ལག་,b
hsc-zoology-12-153,༢། ལྕོགས་ཅན་བཟོ་མི་ ཨེན་ཚའི་མིཊི་དེ་ ལག་ལེན་འཐབ་,2,3,4,5,c
hsc-zoology-12-154,གསུམ་པ་ མཆིན་པའི་ནད་འབུབ་ཚུ་བསད་ནི་,Actinopterygii,ས་ཁ་ལས་ཕར་སྡོད་མི་ཚུ་,Reptilia,སེམས་ཅན་,a
hsc-zoology-12-155,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,ཕྲང་ཕྲང་སྦྲ་གིས་སྦྲགས་ཏེ་ཡོད་མི་ Mollusca,རཌ་ཏུ་ལཱ་ \rightarrow Arthropoda,སེངྒེ་ཕུར་པ་,འོག་ལུ་ཡོད་མི་ཐིག་ཁྲམ་འདི་ Echinodermata ཨིན།,c
hsc-zoology-12-156,སློབ་རིམ་༡༢ པའི་སློབ་ཕྲུག་ ཀ་བིར་དེ་ མཐོ་ཚད་མི་ཊར་༡.༧༥ དང་ ལྗིད་ཚད་ཀེ་ཇི་༨༧ ཡོདཔ་ཨིན་པས།,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",b
hsc-zoology-12-157,,ནང་ན་གི་ཁོག་པ་,གླང་ཁོག་,ལྕགས་ཤོག་,བད་ཀན་,c
hsc-zoology-12-158,"བསླབ་བྱ་དང་འཁྲིལ་ཏེ་ ཀ་བིར་གི་འཕྲོད་བསྟེན་གནས་རིམ་འདི་ ""...",ནང་གི་རུས་ཚིགས་འདི་ རུས་ཚིགས་ཁོག་པའི་ རུས་ཚིགས་བཟུམ་ཅིག་ཨིན་མས།,གནམ་གཤིས་འདི་ ཁྲག་དང་ཚིལ་ལུ་ཁྱབ་སྟེ་འདུག,ཇི་ཧེ་ཊེ་རོ་སི་ཀར་ལཱལ་,ལྕགས་ཀྱུ་སྒྲོམ་,b
hsc-zoology-12-159,སློབ་རིམ་༡༢ པའི་སློབ་ཕྲུག་ ཀ་བིར་དེ་ མཐོ་ཚད་མི་ཊར་༡.༧༥ དང་ ལྗིད་ཚད་ཀེ་ཇི་༨༧ ཡོདཔ་ཨིན་པས།,ལེགས་བཅོས་འབད་ཚར་ནུག,ཚལ་ལུགས,དབུགས་གཏོང་ལེན་,ཁྲག་བསྐྱལ་ནི་,b
hsc-zoology-12-160,,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",d
hsc-zoology-12-161,མི་གི་གནས་སྟངས་འདི་ ག་ཅི་ལུ་བརྟེན་ཨིན་ན་ཟེར་བ་ཅིན་,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",d
hsc-zoology-12-162,i. རིགས་མཚན་གྱི་ཐོག་ལས་,མལ་ཏོ་ཟེ་དང་གཱལའུ་ཀོཟ་,ལྕགས་ཤོག་འདི་ ཌའི་ལོག་གི་ཨེན་ཊི་ཨེམ་ཨའེ་ ཨེསི་ཌིསི་གི་ སྦྱོར་བ་ཅིག་ཨིན།,ཨེཆ་སི་ཊི་དང་ ཇི་ལི་ས་རོལ,Sucrose དང་ fructose འདི་གཉིས་ཆ་ར་ལུ་,c
hsc-zoology-12-163,༢། ང་ཨ་ལཱན་ཅི་དང་ ཨམ་ཏཱ་ལའི་གཉིས་ཆ་ར་ལུ་ སེམས་དགའ་ཡི།,ཨཱལ་ཕ་,བི་ཊ་,ཌེལ་ཊ་,གཱ་མ་,b
hsc-zoology-12-164,གསུམ་པ་ གཉིད་མ་ལོག་པའི་དཀའ་ངལ་,མུ་ཏིག་གི་བཟོ་བཀོད་དང་ལཱ་གི་ཡན་ལག་,ཨེཌ་གི་འབྱུང་ཁུངས་དེ་ ཕོཝ་གི་ཚིགས་སུ་ནང་ལས་ཨིན་མས།,འདི་ནང་ལུ་ ཀོ་ལ་ཇེན་དང་ རལ་ཏིག་གི་རྒྱུ་ཆ་ཚུ་ཡོད།,ཁོང་རའི་རྩིགཔ་འདི་ ཀླད་ཀོར་དང་ ཀླད་ཀོར་གྱི་གཟུགས་ཁར་ཡོད་མི་ ཁམས་ཕྲན་ནང་ལས་བཟོ་ནུག,b
hsc-zoology-12-165,འོག་ལུ་ཡོད་མི་ལས་ ག་འདི་བདེན་པ་ཨིན་ན་ཟེར་བ་ཅིན་,རུས་ཚིགས་འདི་ ཚིགས་ཁོག་བཟུམ་ཅིག་སྦེ་མཐོངམ་མས།,སྐེདཔ་དང་ཚིགས་ཀྱི་ཡན་ལག་ཚུ་མེདཔ་ཨིན།,ཕྲ་རིང་འདི་ ཕྲ་རིང་གི་མཐའ་མཚམས་ལུ་ཡོད་པའི་ ཕྲ་རིང་འདི་ནང་ལུ་ ཕྲ་རིང་གི་མཐའ་མཚམས་འདི་ ཕྲ་རིང་གི་མཐའ་མཚམས་ལུ་ཡོད་པའི་ ཕྲ་རིང་འདི་ནང་ལུ་ཡོདཔ་ཨིན།,ཝེར་ཊི་བཱལ་ ཕོར་མཱེན་འདི་ སྦོམ་དང་ དཀྱིལ་འཁོར་ཅན་ཨིན།,c
hsc-zoology-12-166,རུ་ཨི་ཉ་འདི་ ཕར་ཚུར་འགྱོ་ནི་ལུ་ ཕན་ཐོགས་པའི་ བྱ་རིགས་ངོ་མ་ཅིག་ཨིན་མས།,ཁྱད་པར་ངོ་མ་,སའི་བལ་གྱི་སྒོ་ཏོ་,སེརམོ་ཐིག་,མེ་རླུང་རྒྱ་རྫི་,c
hsc-zoology-12-167,ག་དེ་ཅིག་ལུ་ རང་བཞིན་གྱི་ རིགས་མཚན་གྱི་དངུལ་ཁང་དང་ ཉ་བཟུང་ས་ཟེར་ སླབ་དོ་ཡོདཔ་ཨིན་ན?,ཨེ,བི་,ཨེབ,ཨོ་,c
hsc-zoology-12-168,ཧིས་ཏམ་ནི་དེ་ ཁྲག་ནང་གི་སེལཔ་ག་ལས་ ཐོན་འོངམ་ཨིན་ན?,X^{+}X^{+} འདི་ལུ་བལྟ་བ་ཅིན་,X^{+}X^{c} འདི་ཡང་,X^{c}X^{c}ལུ་ བསྒྱུར་བཅོས་འབདཝ་ཨིན།,XX,b
hsc-zoology-12-169,xx-xo འདི་ སེམས་ཅན་ལུ་ ཕོ་མོའི་དབྱེ་བ་ཕྱེ་ནིའི་ཐབས་ལམ་ཨིན།,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",c
hsc-zoology-12-170,ཨོམ་ནང་ལུ་ མཆུ་ཏོ་གི་གློག་རྫས་དང་ ཆུ་ནང་ལུ་ མཆུ་ཏོ་གི་གློག་རྫས་ དེ་ལས་ མཆུ་ཏོ་གི་གློག་རྫས་ཚུ་ཡོད།,i དང་ ii,i དང་ iii,ii དང་ iii,"i, ii,དང་ iii",c
hsc-zoology-12-171,,Cnidaria,Platyhelminthes,Nematoda,རྡོག་མ་,b
